year,yield_per_hectare,trend_yield,weather_yield,relative_weather_yield,SPEI_01,SPEI_02,SPEI_03,SPEI_04,SPEI_05,SPEI_06,SPEI_07,SPEI_08,SPEI_09,SPEI_10,SPEI_11,SPEI_12,SPEI_Весь сезон,SPEI_Посев-всходы,SPEI_Всходы-вытягивание,SPEI_Вытягивание-цветение,SPEI_Цветение-созревание
1980,3.01445,3.20741,-0.1929599999999998,-6.016069040128945,0.3048106424949868,0.6226246922838651,-0.9848031757935408,0.3898924664569034,-0.0009871696636723,0.7011764782601607,-0.0918638712727628,-0.4728491498068113,-0.9749256101338464,-0.3491649358483183,0.4593836873767097,1.458554133585484,-0.1678898645233864,-0.0009871696636723,0.3500946542982442,0.304656303493699,-0.5132128770711402
1981,3.4003699999999997,3.36219,0.03817999999999966,1.1355693759127135,-0.2181218474380084,-0.227302499225615,0.97065980860464,-0.1172362770830955,0.427308433459952,0.291561127504524,0.4811596211219616,0.0679397446975007,-0.3451750762157844,-0.2214018813479189,-0.2756883874859388,-0.1971199073998598,0.18455877011363078,0.427308433459952,0.359434780482238,0.38636037431324277,0.06797476320122596
1982,3.67175,4.305178,-0.6334279999999999,-14.713166331334035,-1.2831902378584588,-1.7039786106718402,-0.931827352907612,-1.1915800714064462,-0.1727199986957726,-1.5621312052690783,-1.6733241493992403,-1.7315592689805834,-1.310314612236913,-0.9481094246727204,-1.5427010221881674,-0.8071949330768353,-1.2900098469163175,-0.1727199986957726,-0.8674256019824255,-1.6177276773341593,-1.5717326768722455
1983,5.4872,4.64668,0.8405199999999997,18.088613805986203,-0.4942822673992076,-0.5349404131140058,-1.3326822413146613,-0.3285308531277001,-0.190793654934055,1.392725639478961,1.451207681898955,0.8986965226038899,0.3723462397495883,-0.7202987006635257,-0.62330285788813,-1.9237679779585584,0.784836485759468,-0.190793654934055,0.6009659922724531,1.421966660688958,0.9074168147508112
1984,5.95212,4.988164,0.9639559999999996,19.324865822374715,-1.3439770782047311,-1.004362770830956,0.2244095273806224,1.094929946689708,0.0024693914149236,0.1720867311172337,-0.5197464582076656,0.3796267301390633,-0.0015981675606058,0.6309054924273302,-0.1895988196742692,0.2060340077275469,0.00656764538058983,0.0024693914149236,0.08727806126607865,-0.17382986354521596,-0.04723929854306938
1985,4.72196,5.414496,-0.6925359999999996,-12.790405607465583,-1.066122564763038,0.4043390664992908,0.1979976849964949,0.0969410652276691,-1.310683382513572,-0.7663565757511535,0.1583795627577887,1.4269215344234498,1.390888635289131,0.870929751055609,-0.3962704967475831,-0.7069327181727775,0.1798299548411288,-1.310683382513572,-1.0385199791323627,-0.3039885064966824,0.9920632441567898
1986,5.10779,5.564477999999999,-0.45668799999999976,-8.2072029038483,0.1928627789823766,-0.5614001532467109,-0.047665693930452,0.1897512838487748,0.010222501181956,0.7813350723031025,1.4682883646619609,1.7624084187873947,1.524606889580854,0.6244089078726422,-0.2028715499111495,-1.4337430346109326,1.1093722493030538,0.010222501181956,0.39577878674252925,1.1248117184825317,1.5851012243434033
1987,5.8034099999999995,5.363918,0.43949199999999955,8.193488416489581,-0.3837083747697223,0.2032870441317922,0.781337289489558,0.6310520549731818,-0.4599118668383899,-1.0348804838683383,-0.7909809745838701,0.7168878201470517,1.3000697109506183,1.4577111788584751,0.9657528489215672,0.2718118326024226,-0.053763158838585665,-0.4599118668383899,-0.7473961753533641,-0.9129307292261042,0.40865885217126663
1988,6.23711,5.798102,0.4390080000000003,7.571581182945734,0.1963178728052299,-1.1785805441888522,-1.4470276007108038,0.2540508648657461,0.5643296108511714,0.0620049560638419,0.1018233098028986,-0.2709191216028954,0.1921970035377166,-0.3111416227848514,-0.5224452958150606,-1.1759119320497562,0.1298871517305466,0.5643296108511714,0.31316728345750666,0.08191413293337024,0.007700397245906608
1989,4.94932,6.0046479999999995,-1.0553279999999994,-17.57518508995031,-1.1732150181776684,-0.9199129754316178,-1.2894128042517812,-1.8052905329398916,-1.868803795301521,-1.1001959927615383,0.2893919040088687,-0.3532020085100833,-0.1822173820896982,-1.1272760886222468,0.0959998043659009,-0.9377856828445198,-0.6430054549307944,-1.868803795301521,-1.4844998940315297,-0.4054020443763348,-0.08200916219697094
1990,6.89288,6.031612000000001,0.861267999999999,14.279234141718646,-0.6770144932261694,1.0012188004369162,0.8007645380589837,1.3659647532564927,1.1115158382106,1.2949469668563232,1.0492038996397073,0.6536854203687703,0.5812054973181826,-0.2088147834167495,-0.3602374345848482,-1.2668283473809483,0.9381115244787168,1.1115158382106,1.2032314025334616,1.1720754332480152,0.7613649391088867
1991,6.14052,6.103072,0.03744800000000037,0.6135926300722058,0.1200394854823195,0.1816621725166696,-0.2892437437845416,0.1756897895303151,-0.4966764375030568,-0.0800513213453105,1.4147212377117333,0.4201690604672394,0.3255935701592787,-1.143596863333279,0.3977980077927583,0.4493563312085296,0.31675122189797683,-0.4966764375030568,-0.2883638794241836,0.6673349581832114,0.7201612894460837
1992,5.93823,6.484,-0.5457700000000001,-8.41718075262184,-0.962753517338072,-1.0480772754691143,-1.6809720732323643,-1.0298568610508811,-0.7290488922219143,0.3736037105267448,-0.1741566050962683,-0.6133692430590653,-0.6176302189471625,-0.419438204078971,0.7938287549519882,0.2727664943999739,-0.35212024975953315,-0.7290488922219143,-0.17772259084758474,0.09972355271523825,-0.468385355700832
1993,6.594410000000001,6.366888,0.22752200000000045,3.573519747795162,1.052125205823375,-0.0500192047473874,-1.621973230734117,-1.4060992843052542,-1.8660803730090156,0.0280741127178467,-0.4124002999722851,0.2081135982001663,-0.5449258709793118,0.0171244721955036,0.2838171147230963,0.8364450023639121,-0.51744376660852,-1.8660803730090156,-0.9190031301455844,-0.1921630936272192,-0.24973752425047688
1994,6.85396,6.552076,0.30188400000000026,4.607455713273172,1.5466427884380247,-0.0020958607085214,-0.1196708782340762,-1.4715362167625818,-0.3714542134694077,-0.7025199954352044,0.744394137498166,0.6190035377166241,1.079083226006293,0.7204603596406853,0.5447644728476173,0.0411869772901416,0.2737013384632942,-0.3714542134694077,-0.536987104452306,0.020937071031480792,0.8141603004070278
1995,6.30732,6.3914860000000004,-0.08416600000000063,-1.3168455661171852,-0.7294644516539234,-1.2781761359004875,-1.3074148258041376,-0.6463590537830745,0.6913806224424918,0.6688482694533657,0.9256664438611648,0.3905381241950472,0.1609690409038295,-0.0404332317122874,-0.5783754870473924,-0.0594864278843802,0.5674805001711798,0.6913806224424918,0.6801144459479287,0.7972573566572653,0.49239120298668054
1996,7.06646,6.662412000000001,0.4040479999999995,6.064590421607062,-1.9947379318215164,-1.9745501882978205,-1.276376171766739,-0.8554726356803991,-0.7326755571496112,-0.1471100604835422,0.1901502143823668,0.1890963660966106,-0.2458954987854383,-0.6192181157175696,-0.6229112310275682,-0.1626175842449339,-0.14928690718792284,-0.7326755571496112,-0.43989280881657666,0.021520076949412298,0.04445036056451304
1997,5.13528,6.7166619999999995,-1.5813819999999996,-23.544165241603636,0.3425976621725167,-0.1356529451083324,-0.4526330067330735,-1.6214249661716036,0.0824710216990821,-0.8572256802360652,-1.41215559432009,-1.127563018634148,-0.7721502795937332,0.3411600123901596,-1.044760005869023,-0.8674650711619036,-0.8173247102169908,0.0824710216990821,-0.38737732926849155,-1.1346906372780776,-1.1039562975159904
1998,7.94904,6.359215999999999,1.589824000000001,25.000314504177894,-0.8766975333800682,-1.0907584407962307,-1.5820228891895858,-2.156479792627855,-1.3900188134791895,-0.3607168685501883,0.3942340435937984,1.1495090236228176,0.9801625393306052,1.0800687327801235,0.2647550824108642,0.6313095746588631,0.15463398490356867,-1.3900188134791895,-0.8753678410146889,0.016758587521805035,0.8413018688490737
1999,7.125209999999999,5.964062,1.161147999999999,19.469079965969485,0.7172472978040072,-1.1636751821842548,0.7587489851481114,0.7738632191590995,0.437590374802328,-0.2865131482417385,-0.910415559432009,-0.9352733823505436,-1.0228183374362152,-0.6566357130047767,-0.6049739317563051,-0.4120433655586168,-0.5434860105316357,0.437590374802328,0.07553861328029474,-0.5984643538368738,-0.9561690930729226
2000,4.52009,6.131036,-1.6109460000000002,-26.275265713657532,0.5371691419814474,0.7067466375389231,-0.0658433949037317,-0.2429631392751756,-0.2128754625931299,-1.3279954025986729,-1.4494004140921763,-1.2445582092958802,-0.4597328942434666,-0.0351366341153263,-0.0288876897243189,0.641599178336784,-0.938912476564665,-0.2128754625931299,-0.7704354325959014,-1.3886979083454247,-1.0512305058771745
2001,5.09069,5.7709019999999995,-0.6802119999999992,-11.786926896349986,1.6543374036094491,1.785329235885815,0.5376743670421754,-1.523804235478244,-1.22699166924795,-1.361987577234712,-0.367505110940837,-0.688508061755164,-0.98457897911606,-1.4823401098811522,-2.251730709662694,-1.770313471038002,-0.9259142796589446,-1.22699166924795,-1.294489623241331,-0.8647463440877745,-0.6801973839373536
2002,5.970149999999999,5.593500000000001,0.3766499999999988,6.733708769106977,-1.832635386947945,-1.6486425275925596,-1.8297296336751496,-0.1728432481781574,-1.4234827760478652,-0.3933502013400936,-0.5801823635859731,0.142315786041507,-0.7974125108006325,-0.8032482433688192,-1.225025155284566,0.9630587391382318,-0.6104224131466115,-1.4234827760478652,-0.9084164886939794,-0.48676628246303333,-0.4117596961150329
2003,6.14837,5.987204,0.1611659999999997,2.691840799144303,0.002252335382057,-0.5481820375291413,-1.4011147557019188,-1.4503776716281649,-1.984497562725183,-1.3786332675785389,-0.3555222289245015,-0.114364140269649,-0.3149750077438497,-0.3649171326562219,0.4393796116663134,1.2176403267089453,-0.8295984414483444,-1.984497562725183,-1.6815654151518609,-0.8670777482515202,-0.2616204589793334
2004,6.238200000000001,6.383376,-0.1451759999999993,-2.2742824486603848,-0.1404735649423694,-0.0774938293744599,0.1620902525310161,-0.9300306167364972,-0.7719227571365689,-1.6633767749718775,-0.259132004108316,-1.0663323823342408,-0.5291592950651299,-1.6682561176413049,-0.9503752914132934,-0.3880643636185787,-0.8579846427232265,-0.7719227571365689,-1.2176497660542231,-0.9612543895400968,-0.6182078938358956
2005,6.48861,6.423142,0.06546800000000008,1.0192519486569047,1.5261449974730597,1.4805268752343534,-0.6260722215882228,0.3380478977485776,0.9627556367074782,1.9028707673747531,1.5361770488596165,1.2996585858915208,0.396953455387274,-0.2810688795056978,-1.621668921893086,-1.3957563703353495,1.2196830988441285,0.9627556367074782,1.4328132020411157,1.7195239081171847,1.0775963633794705
2006,7.07155,6.618962000000001,0.45258799999999955,6.837748879658162,-0.6607871990087872,0.8897694778199841,-0.1023381209344788,0.6727173576354359,-0.820785438301896,0.3077365134742986,-0.8119187140318558,-0.1961127178467207,-1.1209852459283651,-0.6011606971095061,-1.029329268491498,-0.2126816870180472,-0.5284131205269078,-0.820785438301896,-0.25652446241379867,-0.25209110027877857,-0.7096722259356473
2007,6.1689799999999995,6.562442,-0.3934620000000004,-5.9956644188245845,-0.6627315411076151,-1.0479157469146874,0.8605580788731476,0.559424248846574,0.86629514664406,-1.4141184238412756,-1.6690137432954564,-1.7432985539379513,-0.6848263584342752,-0.3962513246058788,-0.4786965226038899,-1.081846133781118,-0.9289923865729797,0.86629514664406,-0.2739116385986078,-1.541566083568366,-1.365712885222561
2008,7.127470000000001,6.505592,0.6218780000000006,9.559130053037459,-0.9120082818435252,-1.2464872919349843,-1.1212551557736514,-1.338701283033633,0.4234883516196873,0.0395811473939907,0.6177863675638664,-0.3565568398571871,-0.6006626779047588,-1.284130944423613,-1.6477454148258042,-1.1698831738372,0.02472726976311972,0.4234883516196873,0.231534749506839,0.32868375747892853,-0.11314438339935984
2009,5.9556,6.523974,-0.5683740000000004,-8.712082543553981,-0.5846637212866203,0.8051318736855834,0.6764319274849606,0.6175561714406821,-1.525101583005918,-0.0585905541335854,-0.4439456789318378,-0.4295122189797681,-1.4463300021193697,-1.396905753272795,-0.4157323399468527,0.9484117771727612,-0.7806960074340957,-1.525101583005918,-0.7918460685697517,-0.2512681165327116,-0.7732626333436586
2010,6.204359999999999,6.826592,-0.6222320000000003,-9.11482625591218,1.132967019351473,1.909824679241592,2.269041914605716,2.403725557964753,2.478374574088264,0.2831609579549715,0.4706387127276284,0.1675829407065651,0.7210047441269013,0.3767791454050441,0.2950403169272404,1.6655304455566604,0.824152385920866,2.478374574088264,1.3807677660216178,0.37689983534129995,0.45307546585369823
2011,7.163460000000001,6.966633999999999,0.1968260000000015,2.825266836179445,1.8362889189585745,1.3711634685925755,-0.6657217104941391,-0.8238721857219713,0.0682714749180782,-0.2033925561225321,-0.5309291315476288,-1.1091670226120411,-1.3613991098648497,-1.4924135704853356,-1.5575993087595168,-0.7494923295130341,-0.6273232690457947,0.0682714749180782,-0.06756054060222695,-0.3671608438350804,-1.0004984213415067
2012,7.6820699999999995,7.25444,0.42762999999999973,5.894734810681455,0.3900360618855866,-0.5756649439997391,0.6321812549927452,0.9599589168392052,-0.0518685338854562,0.8364726845889239,0.7095152187026199,1.0288379334518007,0.9048124684132444,0.9540363553367353,1.7675597580658309,1.7434199775020789,0.6855539542542265,-0.0518685338854562,0.39230207535173384,0.7729939516457719,0.8810552068558883
2013,7.82768,7.490268,0.3374119999999996,4.504671928961682,2.222547318997701,2.263957873457344,1.93694096741062,1.9037872805229952,0.867014819283001,0.5083216224587946,0.9651024959650468,1.3576054386279528,1.0733531358515789,0.4759431356885505,0.1110044506757527,1.2203204486542003,0.9542795024372748,0.867014819283001,0.6876682208708977,0.7367120592119207,1.1320203568148595
2014,7.394629999999999,7.606987999999999,-0.21235800000000005,-2.791617391798174,0.9745756859420596,0.0943091344821402,-0.5316134270203297,-1.9464947912421136,-0.2716808555731264,-0.4102950814326938,-0.1565676649439997,-1.482758864670112,-1.395634914165539,-1.332439981088704,-0.8444355793214757,-0.7649031774238251,-0.7433874761570942,-0.2716808555731264,-0.3409879685029101,-0.28343137318834677,-1.011653814593217
2015,7.3835,7.631944,-0.2484440000000001,-3.2553173870248537,-0.2330291331779129,1.356772428634311,0.2027612774906666,-0.3070578913904693,0.1268935913529728,0.4751601754185754,-0.4067514305743491,-0.6520840900568969,-1.1361677562399126,-0.3992410049071553,-0.3257212214088916,0.9203315671921616,-0.3185899020199221,0.1268935913529728,0.3010268833857741,0.03420437242211316,-0.7316677589570529
2016,7.74706,7.389767999999999,0.35729200000000105,4.834955576413239,1.34799197900194,1.1715836254259118,-0.3807158903796931,0.0742565741208692,0.2492310601737883,1.0462875821255646,0.3647395947113582,0.0075007743849753,-0.3375125124309167,0.2313949689430867,1.2026243662270333,1.581542770504899,0.266049299792954,0.2492310601737883,0.6477593211496765,0.7055135884184613,0.01157595222180561
2017,7.80685,7.354245999999999,0.4526040000000009,6.154322278585744,1.409330572718825,0.5946515267611144,-0.9593587440290844,-1.6491659792301798,-1.5357515772999233,-1.6218399713069989,-1.0891174293679389,-0.3838116369683236,-0.260008412266258,-0.191736024389051,-1.5237362526288332,-1.0221257927256722,-0.9781058054418885,-1.5357515772999233,-1.578795774303461,-1.3554787003374689,-0.5776458262008402
2018,6.6168000000000005,7.264658,-0.6478579999999994,-8.91794217979703,-0.2326112913480819,0.1423157534358238,0.2305856632811098,-0.8037145698495247,-0.2190879538303526,-0.5199261807333019,-0.1559405924452632,0.5736436198829457,0.8691037023753241,1.150362053505926,0.1293000537993772,-0.4356385007906878,0.10955851904987039,-0.2190879538303526,-0.36950706728182725,-0.3379333865892825,0.4289355766043355
2019,7.21702,6.923126666666666,0.293893333333334,4.245095424129185,-1.0147402142193385,-1.9905515903421969,-2.260734801675932,-2.396011672834575,-1.6225470907579191,-0.0902019269958753,0.4280991212768386,1.2730462837672607,0.5179425813919366,0.4993019775346843,-1.338944847486917,-0.0994634734834281,0.10126779373644827,-1.6225470907579191,-0.8563745088768973,0.16894859714048163,0.7396959954786787
2020,6.93556,7.07629,-0.14073000000000047,-1.9887539939714236,1.015793769053946,1.170344250802915,0.10882003293174,-0.4893653303770847,-0.2760436916154485,-0.1921327377361874,-1.248697663802801,-0.6284345685452974,0.2546246922838651,1.4943967459528196,1.6176420222044705,-0.0980898286571349,-0.4181367938831738,-0.2760436916154485,-0.23408821467581795,-0.7204152007694942,-0.5408358466880777
